0.050544217, DHET
0.269931972, DHET
0.509319727, TRA
0.627959183, KI
0.731904761, DHET
0.977052154, NA
1.082018140, GE
1.312426303, DA
1.443242630, DHA
1.689455782, DHA
1.930181405, DHA
2.174875283, DHA
2.426394557, GE
2.497959183, TA
2.553061224, TA
2.623514739, KI
2.679659863, TA
2.737142857, TA
2.787165532, KI
2.868208616, NA
3.002040816, TA
3.053061224, TA
3.110204081, KI
3.163265306, TA
3.204648526, TA
3.252879818, KI
3.335079365, NA
3.467959183, TA
3.514285714, TA
3.567346938, KI
3.640816326, TA
3.693877551, TA
3.748979591, KI
3.790340136, KI
3.889274376, TRA
3.997687074, KI
4.122426303, DHI
4.225351473, KI
4.342086167, TA
4.450612244, KI
4.563174603, TA
4.669070294, KI
4.794444444, TRA
4.900068027, KI
5.014671201, DHI
5.122448979, KI
5.235102040, TA
5.341224489, KI
5.447823129, TA
5.560498866, KI
5.680748299, TRA
5.771950113, KI
5.886553287, DHI
5.990929705, KI
6.095895691, TA
6.199705215, KI
6.294875283, TA
6.423469387, GE
6.529183673, DIN
6.651020408, GE
6.755600907, NA
6.862630385, NA
6.966848072, GE
7.074104308, TA
7.174671201, TA
7.301043083, DHA
7.438775510, GE
7.529342403, TA
7.627210884, TA
7.755328798, NA
7.875510204, GE
7.964217687, TA
8.080498866, TA
8.207369614, DHA
8.320408163, GE
8.424920634, TA
8.535850340, TA
8.663083900, NA
8.769387755, GE
8.905034013, TA
9.009886621, TA
9.082086167, KDA
9.220884353, DHI
9.314240362, KI
9.426916099, TA
9.549319727, DHA
9.665306122, GE
9.780272108, TA
9.880317460, TA
9.979523809, KDA
10.091768707, DHI
10.186734693, KI
10.299886621, TA
10.423968253, DHA
10.536734693, GE
10.635238095, TA
10.721247165, TA
10.836099773, GE
11.067913832, NA
11.158231292, DIN
11.399251700, NA
11.539002267, GE
11.738548752, NA
11.842743764, DIN
12.074988662, NA
12.181655328, DHET
12.410929705, NA
12.659365079, TRA
12.773832199, KI
12.865827664, DHET
13.108027210, NA
13.195578231, GE
13.396417233, DA
13.515374149, DHA
13.747800453, TIT
13.985623582, DHA
14.492630385, TRA
14.606281179, KI
14.699886621, DHET
14.943582766, NA
15.023582766, GE
15.254671201, DA
15.357823129, DHET
15.592448979, NA
15.673265306, GE
15.904761904, DA
16.004421768, DHET
16.231405895, NA
16.346621315, GE
16.573174603, DA
16.652857142, DHET
16.881405895, DHET
17.114716553, DHA
17.558888888, NA
17.643968253, GE
17.877551020, DA
17.967074829, DHET
18.196281179, NA
18.287505668, GE
18.502993197, DA
18.607913832, DHET
18.824058956, NA
18.925850340, GE
19.132993197, DA
19.230249433, DHET
19.448979591, DHET
19.686099773, DHA
20.126553287, NA
20.224467120, GE
20.443877551, DA
20.550249433, DHET
20.784671201, NA
20.873333333, GE
21.083242630, DA
21.186009070, DHET
21.412267573, NA
21.513197278, GE
21.705623582, DA
21.804353741, DHET
22.026122448, DHET
22.232789115, DHA
22.711496598, DHET
22.914897959, DHET
23.164081632, TRA
23.265759637, KI
23.361541950, DHET
23.604852607, NA
23.708480725, GE
23.918004535, DA
24.036666666, DHA
24.265895691, DHA
24.483061224, DHA
24.719229024, DHA
24.960453514, GE
25.029818594, TA
25.086258503, TA
25.158820861, KI
25.202358276, TA
25.260090702, TA
25.321360544, KI
25.391836734, NA
25.525510204, TA
25.579682539, TA
25.646643990, KI
25.687074829, TA
25.733514739, TA
25.808412698, KI
25.856621315, NA
25.986031746, TA
26.046984126, TA
26.093424036, KI
26.142766439, TA
26.183401360, TA
26.244353741, KI
26.344829931, KI
26.468004535, TRA
