0.048503401, DHA
0.330612244, GE
0.455102040, DA
0.572993197, NA
0.673401360, GE
0.834489795, TA
0.969387755, GE
1.132403628, GE
1.252630385, DIN
1.554897959, NA
1.695510204, DHA
1.863401360, GE
1.985759637, TA
2.124421768, TA
2.269115646, GE
2.403356009, DA
2.542857142, NA
2.701836734, GE
2.854625850, DHIN
2.988117913, NA
3.104195011, TA
3.262834467, KI
3.426848072, NA
3.593877551, KI
3.763038548, TA
3.911859410, TA
4.051995464, KI
4.191927437, TA
4.338594104, TA
4.491859410, KI
4.635328798, TA
4.794648526, TA
4.945442176, KI
5.063990929, TA
5.202199546, TA
5.351564625, KI
5.503628117, NA
5.646213151, KI
5.794263038, TA
5.933922902, TA
6.072244897, KI
6.189410430, TA
6.367437641, GE
6.489478458, DIN
6.948730158, NA
7.083333333, DHA
7.234172335, GE
7.385034013, TA
7.520408163, TA
7.639546485, KI
7.787392290, TA
7.928820861, GE
7.999750566, DIN
8.418526077, NA
8.557097505, DHA
8.695238095, GE
8.835238095, TA
8.973151927, TA
9.102970521, KI
9.234512471, TA
9.394512471, GE
9.532947845, DA
9.680249433, NA
9.826802721, GE
9.997437641, DHE
10.123582766, RE
10.274399092, DHE
10.390272108, RE
10.571768707, GE
10.702335600, DA
10.832380952, NA
10.999342403, GE
11.137460317, DHE
11.273174603, RE
11.424036281, DHE
11.557913832, RE
11.739410430, GE
11.866757369, DA
12.004716553, NA
12.162358276, GE
12.304376417, DHIN
12.440090702, NA
12.573877551, TA
12.713106575, KI
12.864716553, NA
13.025351473, KI
13.170929705, TA
13.316326530, TA
13.445011337, KI
13.583696145, TA
13.711700680, TA
13.862290249, KI
14.007868480, TA
14.161065759, TA
14.291950113, KI
14.417278911, TA
14.547959183, TA
14.686575963, GE
14.838458049, NA
14.987868480, GE
15.125646258, TA
15.255124716, TA
15.383628117, KI
15.534852607, TA
15.680430839, GE
15.823968253, DIN
16.188684807, NA
16.316893424, DHA
16.478911564, GE
16.614285714, TA
16.752675736, TA
16.878684807, KI
17.020204081, TA
17.166916099, GE
17.276190476, DIN
17.610498866, NA
17.751655328, DHA
17.903197278, GE
18.053015873, TA
18.181088435, TA
18.308117913, KI
18.446938775, TA
18.588888888, NA
18.885850340, KI
18.996575963, DA
19.134399092, NA
19.261972789, KI
19.414875283, TA
19.540340136, KI
19.714693877, KI
19.832063492, DIN
20.198163265, NA
20.332131519, TA
20.479591836, KI
20.640385487, TA
20.771043083, TA
20.907845804, KI
21.037210884, DA
21.164943310, NA
21.313174603, KI
21.452494331, KI
21.580861678, NA
21.710770975, TA
21.853378684, KI
21.990136054, NA
22.140385487, KI
22.279410430, TA
22.419070294, TA
22.549705215, KI
22.685895691, TA
22.826961451, TA
22.968095238, KI
23.116235827, TA
23.254308390, TA
23.392947845, KI
23.511451247, TA
23.660793650, TA
23.784535147, KI
23.940158730, NA
24.090498866, KI
24.218299319, TA
24.357460317, TA
24.485600907, KI
24.602494331, TA
24.769319727, GE
24.904058956, DIN
25.287029478, NA
25.438412698, DHA
25.592585034, GE
25.727755102, TA
25.854965986, TA
25.971609977, KI
26.111133786, TA
26.245124716, GE
26.372448979, DIN
26.701678004, NA
26.836213151, DHA
26.992154195, GE
27.131972789, TA
27.270204081, TA
27.399637188, KI
27.516145124, TA
27.682448979, GE
27.816757369, DA
27.956780045, NA
28.106326530, GE
28.244897959, DHE
28.386281179, RE
28.537551020, DHE
28.652698412, RE
28.817301587, GE
28.952993197, DA
29.083015873, NA
29.226417233, GE
29.361224489, DHE
29.477959183, RE
29.628594104, DHE
29.755011337, RE
29.927936507, GE
30.046462585, DA
30.185850340, NA
30.332902494, GE
30.472154195, DHIN
30.612607709, NA
30.743197278, TA
30.872789115, KI
31.015011337, NA
31.171383219, KI
31.311700680, TA
31.440430839, TA
31.567414965, KI
31.695464852, TA
31.823083900, TA
31.973469387, KI
32.103809523, TA
32.252562358, TA
32.380385487, KI
32.498571428, TA
32.635623582, TA
32.772086167, GE
32.914897959, NA
33.052154195, GE
33.182426303, TA
33.320589569, TA
33.443219954, KI
33.560907029, TA
33.709773242, GE
33.847097505, DIN
34.224489795, NA
34.367800453, DHA
34.518820861, GE
34.655873015, TA
34.783741496, TA
34.900929705, KI
35.050113378, TA
35.174535147, GE
35.306780045, DIN
35.640498866, NA
35.781269841, DHA
35.936734693, GE
36.084081632, TA
36.215532879, TA
36.372517006, KI
36.473764172, TA
36.641360544, DHA
36.792834467, GE
36.861632653, DA
36.931111111, NA
36.983242630, GE
37.070476190, TA
37.144104308, GE
37.210204081, GE
37.303537414, DIN
37.486258503, NA
37.568458049, DHA
37.669387755, GE
37.742925170, TA
37.816462585, TA
37.902108843, GE
37.960952380, DA
38.046371882, NA
38.108594104, GE
38.224104308, DHIN
38.289795918, NA
38.382244897, TA
38.442585034, KI
38.534943310, NA
38.621337868, KI
38.704285714, TA
38.788367346, TA
38.858480725, KI
38.924376417, TA
39.009047619, TA
39.068004535, KI
39.137777777, TA
39.218480725, TA
39.299818594, KI
39.356303854, TA
39.427006802, TA
39.496961451, KI
39.581904761, NA
39.672743764, KI
39.728934240, TA
39.799092970, TA
39.873469387, KI
39.937142857, TA
40.020408163, GE
40.109705215, DIN
40.379659863, NA
40.474535147, DHA
40.541519274, GE
40.600136054, TA
40.674036281, TA
40.750294784, KI
40.795918367, TA
40.840816326, GE
40.877551020, DIN
41.182426303, NA
41.333015873, DHA
41.404535147, GE
41.469387755, TA
41.524489795, TA
41.571428571, KI
41.633310657, TA
41.681315192, GE
41.737460317, DA
41.807505668, NA
41.889954648, GE
41.980657596, DHE
42.050498866, RE
42.131995464, DHE
42.190000000, RE
42.282312925, GE
42.352494331, DA
42.422380952, NA
42.482902494, GE
42.609478458, DHE
42.676190476, RE
42.760521541, DHE
42.828752834, RE
42.921428571, GE
42.979659863, DA
43.049614512, NA
43.122857142, GE
43.214285714, DHIN
43.285623582, NA
43.363129251, TA
43.446099773, KI
43.516281179, NA
43.616825396, KI
43.688004535, TA
43.757959183, TA
