0.058775510, NA
0.143514739, GE
0.263968253, DHIN
0.581609977, NA
0.673469387, GE
0.765464852, TA
0.844829931, TA
0.917687074, KI
0.991836734, TA
1.077505668, DIN
1.151020408, GE
1.234693877, NA
1.310204081, NA
1.638707482, NA
1.724489795, GE
1.812244897, TA
1.891904761, TA
1.962585034, KI
2.043356009, TA
2.136666666, NA
2.210204081, GE
2.332653061, DIN
2.408163265, GE
2.472811791, NA
2.553378684, NA
2.762653061, NA
2.833582766, NA
2.925782312, GE
3.029886621, TA
3.106122448, TA
3.181156462, KI
3.260907029, TA
3.343718820, NA
3.427619047, KI
3.538775510, DIN
3.614285714, GE
3.691972789, NA
3.770272108, NA
3.942925170, NA
4.040634920, NA
4.118367346, GE
4.213945578, TA
4.295011337, TA
4.379591836, KI
4.440816326, TA
4.528435374, NA
4.601746031, GE
4.712244897, DIN
4.787755102, GE
4.869387755, NA
4.951020408, GE
5.059183673, DIN
5.136734693, GE
5.237142857, NA
5.318321995, NA
5.385442176, KI
5.469433106, NA
5.573582766, NA
5.622131519, KI
5.744081632, TIN
6.083900226, NA
6.161995464, KI
6.258571428, TA
6.337800453, TA
6.409727891, KI
6.476575963, TA
6.566099773, TIN
6.643809523, GE
6.722970521, NA
6.809251700, NA
7.129410430, NA
7.206893424, GE
7.291247165, TA
7.360748299, TA
7.452063492, KI
7.508027210, TA
7.587573696, NA
7.656009070, GE
7.779229024, DIN
7.854149659, GE
7.931451247, NA
8.010839002, NA
8.196485260, NA
8.280000000, NA
8.373015873, GE
8.452902494, TA
8.533673469, TA
8.614943310, KI
8.684920634, TA
8.766190476, NA
8.829342403, KI
8.960000000, DIN
9.035464852, GE
9.119637188, NA
9.374126984, NA
9.462970521, NA
9.555011337, GE
9.636190476, TA
9.717528344, TA
9.800158730, KI
9.857142857, TA
9.949931972, NA
10.016507936, GE
10.123900226, DIN
10.217029478, GE
10.287324263, NA
10.364603174, GE
10.466394557, DIN
10.550566893, GE
10.640544217, NA
10.713106575, NA
10.815192743, GE
10.887346938, NA
10.984467120, NA
11.049795918, GE
11.174603174, DHIN
11.506145124, NA
11.595464852, GE
11.679410430, TA
11.748004535, TA
11.833650793, KI
11.901473922, TA
12.004716553, DIN
12.088888888, GE
12.164353741, NA
12.234331065, NA
12.527936507, NA
12.611360544, GE
12.689365079, TA
12.759092970, TA
12.852834467, KI
12.910090702, TA
12.992743764, NA
13.088911564, GE
13.183129251, DIN
13.270204081, GE
13.351609977, NA
13.421723356, NA
13.627913832, NA
13.702834467, NA
13.795147392, GE
13.885238095, TA
13.966281179, TA
14.050045351, KI
14.117687074, TA
14.210907029, NA
14.284058956, KI
14.384761904, DIN
14.466031746, GE
14.549297052, NA
14.628571428, NA
14.805396825, NA
14.907959183, NA
15.000884353, GE
15.081269841, TA
15.174217687, TA
15.256213151, KI
15.325124716, TA
15.407210884, NA
15.476145124, GE
15.592199546, DIN
15.670566893, GE
15.744625850, NA
15.826575963, GE
15.940498866, DIN
16.018866213, GE
16.114693877, NA
16.196462585, NA
16.277278911, KI
16.358390022, NA
16.451791383, NA
16.521814058, KI
16.629160997, TIN
16.950861678, NA
17.043197278, KI
17.124671201, TA
17.205260770, TA
17.268548752, KI
17.350521541, TA
17.438616780, TIN
17.525260770, GE
17.613106575, NA
17.704285714, NA
18.007551020, NA
18.077188208, GE
18.158185941, TA
18.232154195, TA
18.312517006, KI
18.378367346, TA
18.460408163, NA
18.530589569, GE
18.653401360, DIN
18.741405895, GE
18.819727891, NA
18.889546485, NA
19.075510204, NA
19.158208616, NA
19.249501133, GE
19.330634920, TA
19.410702947, TA
19.493219954, KI
19.562585034, TA
19.644149659, NA
19.708027210, KI
19.829841269, DIN
19.911111111, GE
19.998185941, NA
20.245464852, NA
20.330521541, NA
20.412789115, GE
20.503219954, TA
20.576077097, TA
20.666916099, KI
20.734852607, TA
20.817165532, NA
20.890090702, GE
21.005351473, DIN
21.080952380, GE
21.165102040, NA
21.246757369, GE
21.350748299, DIN
21.428095238, GE
21.503877551, NA
21.611972789, NA
21.670022675, GE
21.745736961, NA
