0.085873015, DHIN
0.196349206, NA
0.318911564, DHIN
0.452834467, NA
0.694421768, DA
0.804285714, DIN
0.916575963, NA
1.034444444, TA
1.136734693, DA
1.253696145, TA
1.370430839, TA
1.495918367, DIN
1.597097505, NA
1.718707482, TA
1.835192743, GE
1.951156462, TA
2.078390022, KI
2.194421768, TA
2.322766439, DHA
2.433650793, TRA
2.549614512, KI
2.665306122, DHIN
2.785714285, NA
2.917687074, KI
3.031111111, NA
3.165328798, GE
3.286893424, NA
3.402539682, DHA
3.518548752, DHA
3.641927437, GE
3.767074829, NA
3.891882086, DHI
4.016371882, TA
4.134217687, DHA
4.248049886, DHA
4.374421768, GE
4.500997732, NA
4.619319727, DHI
4.721700680, TA
4.836054421, DHA
4.931133786, DHA
5.084058956, GE
5.167369614, NA
5.297256235, DHA
5.408072562, DHA
5.543287981, GE
5.671428571, NA
5.775487528, DHI
5.881564625, TA
6.015532879, DHA
6.118571428, DHA
6.240317460, GE
6.361428571, NA
6.491723356, GE
6.595124716, NA
6.726666666, KI
6.849841269, NA
6.932743764, GE
7.081950113, NA
7.189954648, DHA
7.301655328, DHA
7.419319727, GE
7.531836734, NA
7.657142857, DHA
7.731609977, DHA
7.971428571, NA
8.035986394, NA
8.197959183, DHE
8.275510204, RE
8.320408163, DHE
8.371428571, RE
8.410204081, KI
8.657142857, DHE
8.728571428, RE
8.773469387, DHE
8.826530612, RE
8.878027210, KI
9.106122448, DHE
9.169387755, RE
9.224489795, DHE
9.281632653, RE
9.345578231, KI
9.586485260, DHE
9.648979591, RE
9.711315192, DHE
9.769387755, RE
9.825079365, KI
9.873469387, TA
9.936734693, TA
9.991836734, KI
10.054739229, NA
10.204081632, TA
10.248979591, TA
10.302040816, KI
10.362947845, TA
10.413673469, TA
10.466145124, KI
10.522335600, NA
10.646712018, TA
10.700000000, TA
10.753061224, KI
10.826530612, TA
10.883673469, DHA
11.028231292, DHIN
11.122585034, NA
11.227256235, KI
11.636734693, GE
11.890317460, NA
11.996643990, NA
12.260317460, DHA
12.340816326, NA
12.400090702, TA
12.444897959, TA
12.487755102, KI
12.553061224, TA
12.614285714, DHA
12.741383219, DHIN
12.842222222, DHA
12.944784580, KI
13.351609977, GE
13.597482993, NA
13.712857142, NA
13.955442176, DHA
14.100249433, NA
14.208163265, TA
14.259977324, TA
14.324489795, KI
14.402040816, TA
14.467006802, DHA
14.573469387, DHIN
14.624489795, TA
14.673696145, KI
15.059501133, GE
15.320408163, NA
15.350612244, NA
