0.038185941, DHA
0.174081632, DHA
0.312721088, TII
0.477641723, DHA
0.630566893, GE
0.773469387, NA
0.912131519, DHI
1.081065759, NA
1.212244897, GA
1.373968253, DHA
1.537800453, GE
1.670657596, NA
1.830612244, DHI
1.962947845, NA
2.100294784, GA
2.272494331, DHA
2.414512471, DHA
2.568707482, TII
2.710929705, DHA
2.881088435, GE
3.029523809, TII
3.182789115, NA
3.320158730, KI
3.494807256, NA
3.643129251, DHA
3.817369614, GE
3.970385487, NA
4.088594104, TII
4.261746031, NA
4.413764172, GA
4.561768707, DHI
4.717097505, NA
4.843900226, GA
5.002834467, DHA
5.175034013, GE
5.299886621, NA
5.434603174, TII
5.596734693, NA
5.737097505, GA
5.887891156, DHA
6.026825396, DHA
6.176757369, TII
6.328503401, DHA
6.489818594, GE
6.629070294, TII
6.770975056, NA
6.920476190, KI
7.071632653, NA
7.211519274, TAA
7.351224489, TAA
7.488299319, TI
7.639841269, TA
7.790702947, KE
7.929297052, NA
8.077256235, TII
8.231950113, NA
8.370748299, KA
8.521746031, TAA
8.672494331, KE
8.812086167, NA
8.962018140, TII
9.115396825, NA
9.252902494, KA
9.404920634, TAA
9.532857142, TAA
9.682267573, TII
9.822448979, TAA
9.961496598, KE
10.125056689, TII
10.266349206, NA
10.403514739, KI
10.563990929, NA
10.704104308, DHA
10.850861678, GE
11.010204081, NA
11.124671201, TII
11.297256235, NA
11.426417233, GA
11.579591836, DHI
11.714535147, NA
11.862607709, GA
12.000000000, DHA
12.164739229, GE
12.294535147, NA
12.422902494, TII
12.574489795, NA
12.704784580, GA
12.857142857, DHA
12.995034013, DHA
13.146394557, TII
13.283333333, DHA
13.433151927, GA
13.573061224, DHI
13.723401360, NA
13.862040816, GI
14.012743764, NA
