0.080816326, DHA
0.385124716, GHI
0.545510204, NA
0.857573696, TI
0.998208616, TA
1.137346938, TI
1.265442176, TA
1.407573696, GHI
1.567029478, NA
1.882834467, TRA
2.019909297, KA
2.161111111, DHI
2.305782312, TA
2.446734693, GHI
2.612063492, NA
2.922811791, GHI
3.052562358, DA
3.123129251, NA
3.215464852, GA
3.369387755, TIN
3.516303854, TII
3.660272108, NA
3.985124716, KA
4.115034013, TA
4.250022675, KA
4.539863945, TA
4.702335600, TI
4.841360544, RA
4.970249433, KI
5.100680272, TA
5.260000000, TI
5.340340136, RA
5.412018140, KI
5.480000000, TA
5.536666666, TA
5.595873015, KA
5.680204081, TA
5.990362811, KA
6.125351473, TA
6.286099773, GHE
6.417505668, GE
6.757369614, NA
6.895215419, NA
7.046893424, NA
7.174693877, NA
7.314263038, TI
7.372585034, RA
7.452403628, KI
7.519297052, TA
7.570022675, TA
7.649319727, KA
7.777913832, DHE
7.816417233, RE
7.880657596, DHE
7.940566893, RE
8.022244897, KI
8.078253968, TA
8.127006802, TA
8.185464852, KA
8.292108843, DHA
8.597709750, GHI
8.743106575, NA
9.086598639, TI
9.229637188, TA
9.369251700, TI
9.496825396, TA
9.642789115, GHI
9.800476190, NA
10.123378684, TRA
10.251088435, KA
10.390816326, DHI
10.552086167, TA
10.685351473, GHI
10.832471655, NA
11.174195011, GHI
11.284489795, DA
11.365646258, NA
11.459024943, GA
11.595464852, TIN
11.738299319, TII
11.876938775, NA
12.207891156, KA
12.340907029, TA
12.480997732, KA
12.759319727, TA
12.910317460, TI
13.049297052, RA
13.170385487, KI
13.316575963, TA
13.467346938, TI
13.536802721, RA
13.606507936, KI
13.676281179, TA
13.738321995, TA
13.795510204, KA
13.884943310, TA
14.197278911, KA
14.347687074, TA
14.503038548, GHE
14.628979591, GE
14.954739229, NA
15.099750566, NA
15.243854875, NA
15.383219954, NA
15.522199546, TI
15.579841269, RA
15.650294784, KI
15.709523809, TA
15.765736961, TA
15.840907029, KA
15.971451247, DHE
16.027573696, RE
16.079319727, DHE
16.138004535, RE
16.224943310, KI
16.288072562, TA
16.326530612, TA
16.355555555, KA
