0.072312925, GHI
0.179591836, DA
0.269818594, NA
0.387755102, GA
0.483673469, TIT
0.670770975, GHI
0.765827664, DA
0.861927437, NA
0.983673469, GA
1.063265306, TIT
1.261496598, GHI
1.332879818, DA
1.429433106, NA
1.546303854, GA
1.629410430, NA
1.746938775, GA
1.823582766, TIT
2.014285714, GHI
2.093877551, DA
2.194943310, NA
2.312244897, GA
2.391383219, TIT
2.578662131, GHI
2.671337868, DA
2.763537414, NA
2.859183673, GA
2.948435374, TIT
3.131133786, KII
3.224195011, DA
3.321043083, NA
3.424489795, GA
3.506349206, TIT
3.690272108, KII
3.785102040, DA
3.878775510, NA
3.981632653, GA
4.063287981, TIT
4.252517006, KII
4.340113378, DA
4.446893424, NA
4.555102040, GA
4.643945578, NA
4.771428571, GA
4.829002267, TIT
5.017664399, GHI
5.093877551, DA
5.191496598, NA
5.305895691, GA
5.385804988, TIT
5.571496598, GHI
5.651927437, DA
5.759523809, NA
5.835646258, GA
5.932947845, TIT
6.119455782, GHI
6.199795918, DA
6.305396825, NA
6.400000000, GA
6.489977324, TIT
6.676054421, GHI
6.757482993, DA
6.862811791, NA
6.953922902, GA
7.042857142, TIT
7.229115646, GHI
7.306122448, DA
7.397823129, NA
7.493990929, GA
7.582176870, NA
7.718367346, GA
7.778866213, TIT
7.966712018, GHI
8.048979591, DA
8.152448979, NA
8.255351473, GA
8.335782312, TIT
8.517097505, GHI
8.592653061, DA
8.697619047, NA
8.785714285, GA
8.891836734, TIT
9.056326530, KII
9.159092970, DA
9.255124716, NA
9.340975056, GA
9.439387755, TIT
9.624444444, KII
9.704761904, DA
9.800544217, NA
9.905011337, GA
9.995986394, TIT
10.182471655, KII
10.251292517, DA
10.353446712, NA
10.457619047, GA
10.545147392, NA
10.667120181, GA
10.738321995, TIT
10.905056689, GHI
10.993809523, DA
11.099614512, NA
11.198571428, GA
11.283219954, TIT
11.467687074, GHI
11.538367346, DA
11.645759637, NA
11.759841269, GA
11.832607709, TIT
