0.039591836, DHA
0.268730158, GE
0.466009070, NA
0.674149659, TIT
1.093650793, DHA
1.314353741, GE
1.506870748, NA
1.710929705, DHA
2.350657596, DHA
2.577165532, GHI
2.640816326, DA
2.736734693, NA
2.818367346, GA
2.938458049, TII
3.034693877, NA
3.126009070, KII
3.255102040, NA
3.392040816, DHA
3.602585034, GE
3.807074829, NA
4.037800453, DHA
4.248979591, DHI
4.447891156, NA
4.668775510, GI
4.865011337, NA
5.073696145, TAA
5.282698412, KE
5.470068027, NA
5.688956916, TAA
5.877301587, TII
6.086122448, NA
6.292539682, KE
6.513809523, NA
6.692811791, DHA
6.830612244, GE
6.897959183, TI
6.995963718, TA
7.096031746, TAA
7.161451247, GE
7.267573696, TI
7.372312925, TA
7.491995464, DHA
7.610204081, GE
7.695827664, DIN
7.788616780, GA
7.876235827, NA
7.975941043, GE
8.056938775, TI
8.162675736, TA
8.263605442, DHA
8.366462585, GE
8.465600907, NA
8.570770975, DHA
8.696031746, TI
8.777301587, TA
8.862517006, GHI
8.953061224, NA
9.056326530, DHA
9.123786848, GE
9.276122448, TI
9.358231292, TA
9.443401360, TII
9.558321995, NA
9.681632653, KE
9.773469387, NA
9.875419501, DHA
10.310249433, TI
10.527823129, TA
10.978208616, GHI
11.180770975, DA
11.600113378, NA
11.809818594, GE
12.246689342, DHI
12.357142857, NA
12.477551020, DHI
12.563990929, NA
12.695918367, GI
12.767346938, NA
12.864693877, NA
12.963265306, GE
13.049206349, TI
13.151587301, TA
